,Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value,Origin Firm,Origin Firm Profit,Origin output,#trading partners,destination Firm,destination Firm Profit,destination output,distance between origin and destination,colonised(1/0),common_lang(1/0),hsbc presence in destination,gdp of source,Percet Import,Y
46,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",12,Algeria,HS,Harmonized System,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",A,Annual,A,Annual,USD,US$,2017,,,,30510.76252,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles - Hong Kong, China- Ltd.",1039842.149,6932280.993,18,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles - Algeria- Ltd.",4576.614378,30510.76252,10858,1,0,1,1.68E+11,100,0
47,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",A,Annual,A,Annual,USD,US$,2017,,,,14232.31643,"Preparations of cereals, flour, starch or milk; pastrycooks' products - Hong Kong, China- Ltd.",4632.271595,30881.81063,6,"Preparations of cereals, flour, starch or milk; pastrycooks' products - Andorra- Ltd.",2134.847465,14232.31643,10039,1,0,0,3012914131,100,0
48,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,30,Pharmaceutical products,A,Annual,A,Annual,USD,US$,2017,,,,104651.9745,"Pharmaceutical products - Hong Kong, China- Ltd.",28761.33245,191742.2163,5,Pharmaceutical products - Andorra- Ltd.,15697.79618,104651.9745,10039,1,0,0,3012914132,100,0
49,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,39,Plastics and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,11353.92808,"Plastics and articles thereof - Hong Kong, China- Ltd.",127324.833,848832.2199,14,Plastics and articles thereof - Andorra- Ltd.,1703.089212,11353.92808,10039,1,0,0,3012914133,100,0
50,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",A,Annual,A,Annual,USD,US$,2017,,,,43422.3206,"Paper and paperboard; articles of paper pulp, of paper or of paperboard - Hong Kong, China- Ltd.",482426.6194,3216177.462,8,"Paper and paperboard; articles of paper pulp, of paper or of paperboard - Andorra- Ltd.",6513.34809,43422.3206,10039,1,0,0,3012914134,100,0
51,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",A,Annual,A,Annual,USD,US$,2017,,,,64.1580855,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans - Hong Kong, China- Ltd.",252498.4993,1683323.329,12,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans - Andorra- Ltd.",9.623712825,64.1580855,10039,1,0,0,3012914135,100,0
52,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,57,Carpets and other textile floor coverings,A,Annual,A,Annual,USD,US$,2017,,,,174093.0934,"Carpets and other textile floor coverings - Hong Kong, China- Ltd.",26539.92873,176932.8582,2,Carpets and other textile floor coverings - Andorra- Ltd.,26113.96401,174093.0934,10039,1,0,0,3012914136,100,0
53,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,61,"Articles of apparel and clothing accessories, knitted or crocheted",A,Annual,A,Annual,USD,US$,2017,,,,2609.309338,"Articles of apparel and clothing accessories, knitted or crocheted - Hong Kong, China- Ltd.",222476.4412,1483176.274,11,"Articles of apparel and clothing accessories, knitted or crocheted - Andorra- Ltd.",391.3964007,2609.309338,10039,1,0,0,3012914137,100,0
54,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,62,"Articles of apparel and clothing accessories, not knitted or crocheted",A,Annual,A,Annual,USD,US$,2017,,,,15.3979405,"Articles of apparel and clothing accessories, not knitted or crocheted - Hong Kong, China- Ltd.",397624.3176,2650828.784,11,"Articles of apparel and clothing accessories, not knitted or crocheted - Andorra- Ltd.",2.309691075,15.3979405,10039,1,0,0,3012914138,100,0
55,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,64,"Footwear, gaiters and the like; parts of such articles",A,Annual,A,Annual,USD,US$,2017,,,,364.8028743,"Footwear, gaiters and the like; parts of such articles - Hong Kong, China- Ltd.",144222.8801,961485.8674,8,"Footwear, gaiters and the like; parts of such articles - Andorra- Ltd.",54.72043115,364.8028743,10039,1,0,0,3012914139,100,0
56,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,65,Headgear and parts thereof,A,Annual,A,Annual,USD,US$,2017,,,,758.3485709,"Headgear and parts thereof - Hong Kong, China- Ltd.",66593.33486,443955.5657,7,Headgear and parts thereof - Andorra- Ltd.,113.7522856,758.3485709,10039,1,0,0,3012914140,100,0
57,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,69,Ceramic products,A,Annual,A,Annual,USD,US$,2017,,,,10893.78629,"Ceramic products - Hong Kong, China- Ltd.",19449.51732,129663.4488,4,Ceramic products - Andorra- Ltd.,1634.067944,10893.78629,10039,1,0,0,3012914141,100,0
58,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,71,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",A,Annual,A,Annual,USD,US$,2017,,,,2089586.245,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin - Hong Kong, China- Ltd.",2452715.85,16351439,7,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin - Andorra- Ltd.",313437.9368,2089586.245,10039,1,0,0,3012914142,100,0
59,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,73,Articles of iron or steel,A,Annual,A,Annual,USD,US$,2017,,,,4391.492638,"Articles of iron or steel - Hong Kong, China- Ltd.",356154.6931,2374364.621,14,Articles of iron or steel - Andorra- Ltd.,658.7238957,4391.492638,10039,1,0,0,3012914143,100,0
60,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,74,Copper and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,513.2646842,"Copper and articles thereof - Hong Kong, China- Ltd.",65561.12186,437074.1457,2,Copper and articles thereof - Andorra- Ltd.,76.98970263,513.2646842,10039,1,0,0,3012914144,100,0
61,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,76,Aluminium and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,754310.076,"Aluminium and articles thereof - Hong Kong, China- Ltd.",223368.4724,1489123.149,9,Aluminium and articles thereof - Andorra- Ltd.,113146.5114,754310.076,10039,1,0,0,3012914145,100,0
62,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",A,Annual,A,Annual,USD,US$,2017,,,,10592.88487,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal - Hong Kong, China- Ltd.",15321.27218,102141.8146,4,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal - Andorra- Ltd.",1588.932731,10592.88487,10039,1,0,0,3012914146,100,0
63,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",A,Annual,A,Annual,USD,US$,2017,,,,26069.48321,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof - Hong Kong, China- Ltd.",805105.0143,5367366.762,22,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof - Andorra- Ltd.",3910.422482,26069.48321,10039,1,0,0,3012914147,100,0
64,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",A,Annual,A,Annual,USD,US$,2017,,,,1756219.292,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles - Hong Kong, China- Ltd.",3825654.759,25504365.06,29,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles - Andorra- Ltd.",263432.8938,1756219.292,10039,1,0,0,3012914148,100,0
65,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",A,Annual,A,Annual,USD,US$,2017,,,,118064.3506,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof - Hong Kong, China- Ltd.",1850347.475,12335649.83,19,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof - Andorra- Ltd.",17709.65259,118064.3506,10039,1,0,0,3012914149,100,0
66,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",20,Andorra,HS,Harmonized System,95,"Toys, games and sports requisites; parts and accessories thereof",A,Annual,A,Annual,USD,US$,2017,,,,65602.79729,"Toys, games and sports requisites; parts and accessories thereof - Hong Kong, China- Ltd.",174922.3162,1166148.775,8,"Toys, games and sports requisites; parts and accessories thereof - Andorra- Ltd.",9840.419594,65602.79729,10039,1,0,0,3012914150,100,0
67,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",24,Angola,HS,Harmonized System,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",A,Annual,A,Annual,USD,US$,2017,,,,776528.021,"Fish and crustaceans, molluscs and other aquatic invertebrates - Hong Kong, China- Ltd.",4841243.685,32274957.9,6,"Fish and crustaceans, molluscs and other aquatic invertebrates - Angola- Ltd.",116479.2032,776528.021,11110,1,0,0,1.22E+11,100,0
68,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",24,Angola,HS,Harmonized System,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,A,Annual,A,Annual,USD,US$,2017,,,,6851.441953,"Vegetable plaiting materials; vegetable products not elsewhere specified or included - Hong Kong, China- Ltd.",1040.393815,6935.958764,2,Vegetable plaiting materials; vegetable products not elsewhere specified or included - Angola- Ltd.,1027.716293,6851.441953,11110,1,0,0,1.22E+11,100,0
69,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",24,Angola,HS,Harmonized System,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",A,Annual,A,Annual,USD,US$,2017,,,,1204808.007,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes - Hong Kong, China- Ltd.",4407402378,29382682523,14,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes - Angola- Ltd.",180721.2011,1204808.007,11110,1,0,0,1.22E+11,100,0
70,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",24,Angola,HS,Harmonized System,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",A,Annual,A,Annual,USD,US$,2017,,,,38073.58932,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations - Hong Kong, China- Ltd.",7165.67217,47771.1478,5,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations - Angola- Ltd.",5711.038398,38073.58932,11110,1,0,0,1.22E+11,100,0
71,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",24,Angola,HS,Harmonized System,35,Albuminoidal substances; modified starches; glues; enzymes,A,Annual,A,Annual,USD,US$,2017,,,,13321.01498,"Albuminoidal substances; modified starches; glues; enzymes - Hong Kong, China- Ltd.",2680.033877,17866.89251,2,Albuminoidal substances; modified starches; glues; enzymes - Angola- Ltd.,1998.152247,13321.01498,11110,1,0,0,1.22E+11,100,0
72,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",24,Angola,HS,Harmonized System,39,Plastics and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,121664.1324,"Plastics and articles thereof - Hong Kong, China- Ltd.",107721.8777,718145.851,14,Plastics and articles thereof - Angola- Ltd.,18249.61986,121664.1324,11110,1,0,0,1.22E+11,100,0
73,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",24,Angola,HS,Harmonized System,41,Raw hides and skins (other than furskins) and leather,A,Annual,A,Annual,USD,US$,2017,,,,28563.17967,"Raw hides and skins (other than furskins) and leather - Hong Kong, China- Ltd.",4327.073424,28847.15616,2,Raw hides and skins (other than furskins) and leather - Angola- Ltd.,4284.47695,28563.17967,11110,1,0,0,1.22E+11,100,0
74,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",24,Angola,HS,Harmonized System,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",A,Annual,A,Annual,USD,US$,2017,,,,43.7558143,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut) - Hong Kong, China- Ltd.",4816.886998,32112.57999,5,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut) - Angola- Ltd.",6.563372145,43.7558143,11110,1,0,0,1.22E+11,100,0
75,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",24,Angola,HS,Harmonized System,61,"Articles of apparel and clothing accessories, knitted or crocheted",A,Annual,A,Annual,USD,US$,2017,,,,15146.56915,"Articles of apparel and clothing accessories, knitted or crocheted - Hong Kong, China- Ltd.",4784.998353,31899.98902,7,"Articles of apparel and clothing accessories, knitted or crocheted - Angola- Ltd.",2271.985373,15146.56915,11110,1,0,0,1.22E+11,100,0
